idx,dataset_id,label_id,split,embedding_model
FRECOGNA_006366,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01581,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_000606,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10352,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_000694,FCN,0,train,albertina_ptbr_100m
FAKEBR_000995,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_002087,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_00658,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_09838,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_008631,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_003423,FAKETRUEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_002168,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_15314,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001808,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_006810,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_005805,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_14491,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_004984,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04412,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001216,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_001797,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_002598,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_13611,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_007554,FRECOGNA,0,train,albertina_ptbr_100m
FACTCKBR_000030_1,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04762,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001914,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_07451,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04754,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_002907,FAKETRUEBR,1,train,albertina_ptbr_100m
FCN_001771,FCN,1,train,albertina_ptbr_100m
FRECOGNA_005987,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_005592,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_004252,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_010623,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01629,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003449,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_00840,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_00425,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_007002,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_009457,FRECOGNA,0,train,albertina_ptbr_100m
FNEWSSET_001386,FNEWSSET,1,train,albertina_ptbr_100m
FAKEBR_005242,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_007755,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_000840,MUMINPT,0,train,albertina_ptbr_100m
FAKEBR_002366,FAKEBR,0,train,albertina_ptbr_100m
COVID19BR_002636,COVID19BR,1,train,albertina_ptbr_100m
FNEWSSET_000129,FNEWSSET,1,train,albertina_ptbr_100m
FAKETRUEBR_001620,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_14275,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02167,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002378,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000432,FACTCKBR,1,train,albertina_ptbr_100m
FRECOGNA_010143,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_010141,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_002382,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_006214,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_004318,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_009778,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_004791,FRECOGNA,1,train,albertina_ptbr_100m
FAKETRUEBR_001741,FAKETRUEBR,0,train,albertina_ptbr_100m
FRECOGNA_002886,FRECOGNA,0,train,albertina_ptbr_100m
COVID19BR_002387,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_09512,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_001267,COVID19BR,1,train,albertina_ptbr_100m
FAKEBR_004911,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_04529,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_001163_1,FACTCKBR,0,train,albertina_ptbr_100m
FAKEBR_005578,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_004264,FAKEBR,0,train,albertina_ptbr_100m
MUMINPT_000361,MUMINPT,0,train,albertina_ptbr_100m
FRECOGNA_011719,FRECOGNA,1,train,albertina_ptbr_100m
FCN_001060,FCN,1,train,albertina_ptbr_100m
FACTCKBR_000279,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15910,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002581,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000410_1,FACTCKBR,0,train,albertina_ptbr_100m
FAKEBR_004049,FAKEBR,1,train,albertina_ptbr_100m
FCN_000153,FCN,0,train,albertina_ptbr_100m
COVID19BR_000798,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_03198,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001536,FAKEBR,0,train,albertina_ptbr_100m
MUMINPT_001080,MUMINPT,0,train,albertina_ptbr_100m
FAKEBR_004286,FAKEBR,0,train,albertina_ptbr_100m
COVID19BR_000268,COVID19BR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_11233,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_14884,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_14247,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_002207,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_006544,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_001769,FAKETRUEBR,0,train,albertina_ptbr_100m
COVID19BR_002656,COVID19BR,0,train,albertina_ptbr_100m
FRECOGNA_002591,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_006476,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15413,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_000110,MUMINPT,0,train,albertina_ptbr_100m
FRECOGNA_000870,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_007987,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_004731,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000033,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18198,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000606_1,FACTCKBR,0,train,albertina_ptbr_100m
FAKETRUEBR_003444,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_20014,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_16613,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001394,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_000069,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_005143,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03893,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_000301,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_002807,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_11126,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001012,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_006381,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_004404,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_003184,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_004248,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_006089,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_000155,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01106,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04359,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10946,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_08645,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003673,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_11259,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_005946,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15404,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_006750,FRECOGNA,0,train,albertina_ptbr_100m
TRE300_000317,TRE300,1,train,albertina_ptbr_100m
FRECOGNA_002983,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_09849,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_005081,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01985,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003160,FRECOGNA,0,train,albertina_ptbr_100m
COVID19BR_001492,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_15653,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_006231,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_001924,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06278,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_002025,COVID19BR,1,train,albertina_ptbr_100m
MUMINPT_000358,MUMINPT,0,train,albertina_ptbr_100m
FRECOGNA_002413,FRECOGNA,0,train,albertina_ptbr_100m
FCN_001483,FCN,1,train,albertina_ptbr_100m
COVID19BR_000312,COVID19BR,0,train,albertina_ptbr_100m
FRECOGNA_002048,FRECOGNA,1,train,albertina_ptbr_100m
FAKETRUEBR_002770,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_09342,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_006726,FRECOGNA,0,train,albertina_ptbr_100m
FCN_001564,FCN,1,train,albertina_ptbr_100m
FCN_001899,FCN,1,train,albertina_ptbr_100m
FAKEBR_001494,FAKEBR,0,train,albertina_ptbr_100m
FCN_000174,FCN,0,train,albertina_ptbr_100m
FRECOGNA_005102,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_001041,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_03695,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_010211,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_000266,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_005731,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01987,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_002571,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_001559,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_19236,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001824,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_002320,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01360,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002540,FRECOGNA,0,train,albertina_ptbr_100m
COVID19BR_000887,COVID19BR,1,train,albertina_ptbr_100m
FACTCKBR_001216_1,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_003105,FRECOGNA,0,train,albertina_ptbr_100m
COVID19BR_001258,COVID19BR,0,train,albertina_ptbr_100m
FRECOGNA_001052,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_000846,MUMINPT,0,train,albertina_ptbr_100m
COVID19BR_001828,COVID19BR,0,train,albertina_ptbr_100m
FCN_001467,FCN,1,train,albertina_ptbr_100m
FAKEBR_001742,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_000691,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_002890,FAKETRUEBR,1,train,albertina_ptbr_100m
FAKEBR_003351,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_002234,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_004056,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_003341,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_18845,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001306,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04446,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_001986,FCN,1,train,albertina_ptbr_100m
FAKEBR_001523,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_000844,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04030,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_000618,COVID19BR,1,train,albertina_ptbr_100m
FAKEBR_004509,FAKEBR,1,train,albertina_ptbr_100m
COVID19BR_000057,COVID19BR,0,train,albertina_ptbr_100m
MUMINPT_000182,MUMINPT,0,train,albertina_ptbr_100m
COVID19BR_000467,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_002613,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_02046,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005715,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_002040,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_006562,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_000220,FAKETRUEBR,0,train,albertina_ptbr_100m
FACTCKBR_001005,FACTCKBR,0,train,albertina_ptbr_100m
FAKETRUEBR_001180,FAKETRUEBR,0,train,albertina_ptbr_100m
COVID19BR_001273,COVID19BR,0,train,albertina_ptbr_100m
FAKEBR_007191,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_006499,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_005717,FAKEBR,1,train,albertina_ptbr_100m
FACTCKBR_001304,FACTCKBR,0,train,albertina_ptbr_100m
MUMINPT_000916,MUMINPT,0,train,albertina_ptbr_100m
MUMINPT_001119,MUMINPT,0,train,albertina_ptbr_100m
FAKEBR_001893,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_005793,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_07714,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_011174,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_005803,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01040,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_09099,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005708,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_002072,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_15833,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003451,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10535,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_001141_1,FACTCKBR,0,train,albertina_ptbr_100m
COVID19BR_002495,COVID19BR,0,train,albertina_ptbr_100m
FRECOGNA_008421,FRECOGNA,1,train,albertina_ptbr_100m
FAKETRUEBR_000655,FAKETRUEBR,0,train,albertina_ptbr_100m
FRECOGNA_003795,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_008322,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03558,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000232,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_006619,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01599,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_05653,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001349,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_17846,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_003041,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_000563,FAKETRUEBR,0,train,albertina_ptbr_100m
COVID19BR_002548,COVID19BR,1,train,albertina_ptbr_100m
FCN_000244,FCN,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02432,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19045,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_002151,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01939,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_000584,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10278,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000735_1,FACTCKBR,0,train,albertina_ptbr_100m
FAKEBR_006713,FAKEBR,1,train,albertina_ptbr_100m
FCN_000107,FCN,0,train,albertina_ptbr_100m
FCN_001988,FCN,1,train,albertina_ptbr_100m
FRECOGNA_011208,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_18605,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002748,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_009661,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_006397,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_000714,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10636,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_007212,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_007065,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_006628,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_000500,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15005,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_009863,FRECOGNA,0,train,albertina_ptbr_100m
MUMINPT_001372,MUMINPT,0,train,albertina_ptbr_100m
FAKEBR_006747,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_08068,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_008709,FRECOGNA,1,train,albertina_ptbr_100m
FNEWSSET_001778,FNEWSSET,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03858,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_002168,FAKEBR,0,train,albertina_ptbr_100m
FACTCKBR_000618,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_003584,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01132,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002851,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_003538,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_006612,FAKEBR,0,train,albertina_ptbr_100m
FCN_000281,FCN,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03217,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005153,FAKEBR,1,train,albertina_ptbr_100m
FCN_001112,FCN,1,train,albertina_ptbr_100m
CENTRALFATOS_review_08105,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06342,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001577,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_13824,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_008811,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_002674,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_11610,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_003256,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_000474,FAKETRUEBR,0,train,albertina_ptbr_100m
FCN_001942,FCN,1,train,albertina_ptbr_100m
FAKEBR_002569,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_10774,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003312,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_006937,FRECOGNA,1,train,albertina_ptbr_100m
FNEWSSET_001696,FNEWSSET,0,train,albertina_ptbr_100m
FCN_000729,FCN,0,train,albertina_ptbr_100m
FAKETRUEBR_001212,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19958,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_000346,MUMINPT,0,train,albertina_ptbr_100m
FAKEBR_000652,FAKEBR,0,train,albertina_ptbr_100m
FCN_000256,FCN,0,train,albertina_ptbr_100m
FAKEBR_003540,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_004763,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_010233,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_000899,FAKETRUEBR,0,train,albertina_ptbr_100m
FRECOGNA_004865,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_11148,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_001721,FCN,1,train,albertina_ptbr_100m
CENTRALFATOS_review_12271,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_13862,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001766,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_005531,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01643,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_05459,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000185_1,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_008736,FRECOGNA,1,train,albertina_ptbr_100m
FCN_001203,FCN,1,train,albertina_ptbr_100m
FACTCKBR_001183,FACTCKBR,1,train,albertina_ptbr_100m
FAKEBR_006146,FAKEBR,0,train,albertina_ptbr_100m
COVID19BR_002815,COVID19BR,1,train,albertina_ptbr_100m
COVID19BR_002693,COVID19BR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_07339,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000500,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_009570,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_000294,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_002178,FRECOGNA,1,train,albertina_ptbr_100m
FAKETRUEBR_000728,FAKETRUEBR,0,train,albertina_ptbr_100m
FRECOGNA_001263,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_17006,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04261,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005858,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18044,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_001516,COVID19BR,1,train,albertina_ptbr_100m
FACTCKBR_000134_1,FACTCKBR,0,train,albertina_ptbr_100m
FAKETRUEBR_003163,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_007364,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_007158,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_07873,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_003582,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18880,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001541,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_003630,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_002648,FAKETRUEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_002550,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_009948,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_001324,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_002934,FRECOGNA,1,train,albertina_ptbr_100m
TRE300_000108,TRE300,1,train,albertina_ptbr_100m
FAKEBR_005990,FAKEBR,0,train,albertina_ptbr_100m
